category,city,container,customer_id,customer_name,customer_segment,department,item,item_id,order_date,order_id,order_priority,postal_code,region,row_id,ship_date,ship_mode,state,days_to_ship,discount,kpi_-_profit_ratio,number_of_records,order_quantity,product_base_margin,profit,profit_ratio,sales,shipping_cost,unit_price,profit_margin,profit_per_unit
Storage & Organization,Detroit,Small Box,2190,Marvin Patrick,Home Office,Office Supplies,Super Decoflex Portable Personal File,10784,2016-07-29,13988,Not Specified,48227,Central,1955,2016-07-30,Regular Air,Michigan,1,0.0,Poor,1,78,0.57,-36,-0.0287,1254,8,15,-0.028708133971291867,-0.46153846153846156
Storage & Organization,Monroe,Small Box,2191,Lori Crowell,Home Office,Office Supplies,Super Decoflex Portable Personal File,10784,2016-07-29,90690,Not Specified,28110,South,19955,2016-07-30,Regular Air,North Carolina,1,0.0,Poor,1,20,0.57,-61,-0.1894,322,8,15,-0.18944099378881987,-3.05
Telephones and Communication,Tigard,Small Box,1206,Dana Jain,Small Business,Technology,Talkabout T8097,10078,2016-07-29,89446,High,97224,West,19588,2016-07-30,Regular Air,Oregon,1,0.1,Acceptable,1,4,0.58,266,0.4176,637,9,206,0.4175824175824176,66.5
Paper,Tigard,Wrap Bag,1206,Dana Jain,Small Business,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",11122,2016-07-29,89446,High,97224,West,19587,2016-07-31,Regular Air,Oregon,2,0.09,Acceptable,1,3,0.4,37,1.5417,24,3,8,1.5416666666666667,12.333333333333334
Office Machines,Irving,Jumbo Box,762,Stuart Holloway,Small Business,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,10316,2016-07-29,87528,Not Specified,75061,Central,18328,2016-07-31,Delivery Truck,Texas,2,0.06,Poor,1,3,0.57,-1809,-0.1712,10567,9,3502,-0.1711933377495978,-603.0
Computer Peripherals,Burke,Small Pack,1671,Ron Allen,Small Business,Technology,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",10181,2016-07-29,86730,High,22015,South,22397,2016-07-31,Regular Air,Virginia,2,0.04,Poor,1,21,0.49,17,0.0071,2381,2,116,0.007139857202855943,0.8095238095238095
Chairs & Chairmats,Vernon Hills,Jumbo Drum,540,Ruth Lamm,Corporate,Furniture,"Global Leather and Oak Executive Chair, Black",11083,2016-07-30,91179,Critical,60061,Central,25716,2016-07-31,Delivery Truck,Illinois,1,0.01,Poor,1,1,0.56,-70,-0.1897,369,65,301,-0.1897018970189702,-70.0
Tables,San Francisco,Large Box,1796,Carlos Johnson,Small Business,Furniture,"Lesro Round Back Collection Coffee Table, End Table",10561,2016-07-30,90780,Low,94110,West,22695,2016-08-01,Regular Air,California,2,0.05,Poor,1,8,0.72,-250,-0.1677,1491,69,183,-0.1676727028839705,-31.25
Pens & Art Supplies,Boston,Wrap Bag,1413,Pamela Wiley,Corporate,Office Supplies,Avery Hi-Liter® Fluorescent Desk Style Markers,10349,2016-07-30,45539,Not Specified,2113,East,6407,2016-08-01,Regular Air,Massachusetts,2,0.08,Poor,1,54,0.48,14,0.08,175,1,3,0.08,0.25925925925925924
Appliances,Camarillo,Medium Box,3355,Glenda Simon,Corporate,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,11126,2016-07-30,88597,Not Specified,93010,West,22916,2016-08-01,Regular Air,California,2,0.01,Acceptable,1,6,0.46,194,0.6904,281,5,47,0.6903914590747331,32.333333333333336
Computer Peripherals,Mountain View,Small Pack,1412,Marc Ray,Corporate,Technology,Maxell DVD-RAM Discs,10434,2016-07-30,87096,Not Specified,94043,West,24406,2016-08-01,Express Air,California,2,0.02,Acceptable,1,8,0.42,99,0.6875,144,2,16,0.6875,12.375
Computer Peripherals,Hicksville,Small Pack,1824,Bobby Dorsey,Corporate,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",11059,2016-07-30,91224,Critical,11801,East,25299,2016-08-01,Regular Air,New York,2,0.0,Acceptable,1,24,0.44,692,0.6899,1003,2,41,0.6899302093718843,28.833333333333332
Computer Peripherals,Miami,Small Pack,1822,Caroline Morton,Corporate,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",11059,2016-07-30,52039,Critical,33178,South,7299,2016-08-01,Regular Air,Florida,2,0.0,Poor,1,96,0.44,563,0.1403,4013,2,41,0.1402940443558435,5.864583333333333
Bookcases,San Francisco,Jumbo Box,1796,Carlos Johnson,Small Business,Furniture,"Hon Metal Bookcases, Black",10993,2016-07-30,90780,Low,94110,West,22694,2016-08-04,Delivery Truck,California,5,0.01,Poor,1,25,0.6,163,0.0877,1858,27,71,0.08772874058127018,6.52
Bookcases,San Francisco,Jumbo Box,1796,Carlos Johnson,Small Business,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",11202,2016-07-30,90780,Low,94110,West,22693,2016-08-04,Delivery Truck,California,5,0.07,Poor,1,9,0.62,-84,-0.0946,888,36,101,-0.0945945945945946,-9.333333333333334
Binders and Binder Accessories,Columbia,Small Box,2075,Ronald Park,Corporate,Office Supplies,GBC VeloBinder Strips,11038,2016-07-31,87577,Not Specified,65203,Central,21735,2016-08-01,Regular Air,Missouri,1,0.07,Poor,1,19,0.35,-35,-0.2518,139,6,8,-0.2517985611510791,-1.8421052631578947
Binders and Binder Accessories,Murray,Small Box,3053,Robin Tyler,Corporate,Office Supplies,Ibico Presentation Index for Binding Systems,10924,2016-07-31,86666,Medium,42071,South,25903,2016-08-01,Regular Air,Kentucky,1,0.08,Poor,1,3,0.38,-42,-3.0,14,5,4,-3.0,-14.0
"Scissors, Rulers and Trimmers",New City,Small Pack,3069,Tiffany Merrill,Consumer,Office Supplies,Fiskars® Softgrip Scissors,10793,2016-07-31,88195,High,10956,East,23256,2016-08-02,Regular Air,New York,2,0.03,Poor,1,9,0.57,9,0.0891,101,3,11,0.0891089108910891,1.0
Appliances,Florence,Medium Box,1850,Jimmy Boswell,Consumer,Office Supplies,3M Office Air Cleaner,10654,2016-07-31,89702,Medium,35630,South,25510,2016-08-02,Regular Air,Alabama,2,0.06,Acceptable,1,10,0.5,222,0.8315,267,5,26,0.8314606741573034,22.2
Binders and Binder Accessories,Southbury,Small Box,759,Bernice F Day,Small Business,Office Supplies,"Wilson Jones 1"" Hanging DublLock® Ring Binders",10899,2016-08-01,86644,Not Specified,6488,East,18149,2016-08-01,Regular Air,Connecticut,0,0.02,Poor,1,8,0.37,-2,-0.0465,43,3,5,-0.046511627906976744,-0.25
Telephones and Communication,Springfield,Small Box,2981,Rodney Horn Kirby,Corporate,Technology,CF 688,10520,2016-08-01,86551,Critical,45503,East,25145,2016-08-01,Regular Air,Ohio,0,0.01,Acceptable,1,21,0.58,1959,0.69,2839,9,156,0.6900317013032758,93.28571428571429
Chairs & Chairmats,Middletown,Jumbo Drum,2492,Billie Chan,Consumer,Furniture,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,10845,2016-08-01,86896,Critical,6457,East,25858,2016-08-02,Delivery Truck,Connecticut,1,0.08,Poor,1,1,0.61,-26,-0.1831,142,42,101,-0.18309859154929578,-26.0
Office Furnishings,Oxford,Small Box,1101,Kimberly McCarthy,Small Business,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10726,2016-08-01,91490,Critical,1540,East,25656,2016-08-02,Regular Air,Massachusetts,1,0.02,Poor,1,20,0.57,-17,-0.0791,215,5,11,-0.07906976744186046,-0.85
Storage & Organization,Coon Rapids,Small Box,2290,Glen Robertson,Corporate,Office Supplies,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",10274,2016-08-01,88170,Medium,55433,Central,19724,2016-08-02,Regular Air,Minnesota,1,0.08,Poor,1,8,0.57,-32,-0.3368,95,9,11,-0.3368421052631579,-4.0
Rubber Bands,Rocky Mount,Wrap Bag,2258,Nicole Pope,Corporate,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,10586,2016-08-01,87972,Critical,27801,South,25325,2016-08-02,Regular Air,North Carolina,1,0.01,Poor,1,12,0.53,-20,-0.4167,48,2,4,-0.4166666666666667,-1.6666666666666667
Pens & Art Supplies,Nutley,Small Pack,2692,Hilda Proctor,Home Office,Office Supplies,Staples Battery-Operated Desktop Pencil Sharpener,10707,2016-08-01,90628,High,7110,East,22747,2016-08-02,Regular Air,New Jersey,1,0.06,Acceptable,1,23,0.6,47,0.1983,237,3,10,0.19831223628691982,2.0434782608695654
Office Furnishings,Lansing,Small Box,2715,Becky Farmer,Corporate,Furniture,Eldon® Wave Desk Accessories,11088,2016-08-01,88711,Not Specified,48911,Central,23172,2016-08-03,Express Air,Michigan,2,0.05,Acceptable,1,1,0.43,7,0.7,10,5,2,0.7,7.0
Labels,Lansing,Small Box,2715,Becky Farmer,Corporate,Office Supplies,Avery 514,10213,2016-08-01,88711,Not Specified,48911,Central,23171,2016-08-03,Regular Air,Michigan,2,0.05,Acceptable,1,21,0.36,42,0.6885,61,1,3,0.6885245901639344,2.0
Storage & Organization,Rocky Mount,Small Box,2258,Nicole Pope,Corporate,Office Supplies,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,11206,2016-08-01,87972,Critical,27801,South,25326,2016-08-03,Regular Air,North Carolina,2,0.06,Poor,1,3,0.73,21,0.1111,189,7,65,0.1111111111111111,7.0
Pens & Art Supplies,Stratford,Wrap Bag,1068,Erik Barr,Home Office,Office Supplies,Newell 335,10903,2016-08-01,87115,High,6614,East,18231,2016-08-03,Regular Air,Connecticut,2,0.09,Acceptable,1,15,0.56,9,0.225,40,1,3,0.225,0.6
Paper,Cottage Lake,Small Box,1676,Terry Langston,Small Business,Office Supplies,Xerox 1894,10713,2016-08-01,89495,Critical,98072,West,19116,2016-08-03,Regular Air,Washington,2,0.1,Poor,1,2,0.37,-7,-0.4667,15,6,6,-0.4666666666666667,-3.5
Telephones and Communication,Lansing,Small Box,2715,Becky Farmer,Corporate,Technology,V8160,10228,2016-08-01,88711,Not Specified,48911,Central,23173,2016-08-03,Regular Air,Michigan,2,0.09,Poor,1,1,0.56,-134,-2.5769,52,3,66,-2.576923076923077,-134.0
Telephones and Communication,Cottage Lake,Small Pack,1676,Terry Langston,Small Business,Technology,Accessory13,10797,2016-08-01,89495,Critical,98072,West,19117,2016-08-03,Regular Air,Washington,2,0.06,Acceptable,1,24,0.57,500,0.6897,725,1,36,0.6896551724137931,20.833333333333332
Binders and Binder Accessories,Friendswood,Small Box,1344,Kathleen McKinney McIntosh,Consumer,Office Supplies,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",10920,2016-08-01,88988,Low,77546,Central,22415,2016-08-05,Express Air,Texas,4,0.06,Acceptable,1,10,0.39,62,0.6458,96,3,9,0.6458333333333334,6.2
Appliances,Lawrence,Small Box,977,Todd Wiggins,Corporate,Office Supplies,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,11047,2016-08-02,87268,High,1841,East,20606,2016-08-02,Regular Air,Massachusetts,0,0.09,Acceptable,1,3,0.55,80,0.2128,376,1,131,0.2127659574468085,26.666666666666668
Envelopes,Riverside,Small Box,972,Gregory Holden,Corporate,Office Supplies,#10 Self-Seal White Envelopes,10651,2016-08-02,87268,High,92503,West,20607,2016-08-02,Regular Air,California,0,0.05,Acceptable,1,22,0.36,82,0.3402,241,5,11,0.34024896265560167,3.727272727272727
Storage & Organization,Green Bay,Small Box,2333,Megan Woods,Consumer,Office Supplies,Eldon® Gobal File Keepers,10468,2016-08-02,89619,High,54302,Central,22298,2016-08-03,Regular Air,Wisconsin,1,0.03,Poor,1,21,0.81,-41,-0.1281,320,5,15,-0.128125,-1.9523809523809523
Appliances,Fitchburg,Medium Box,2282,Jimmy Waters,Home Office,Office Supplies,Holmes Odor Grabber,10844,2016-08-02,85962,Medium,53713,Central,21259,2016-08-03,Regular Air,Wisconsin,1,0.04,Poor,1,22,0.52,-9,-0.0284,317,7,14,-0.028391167192429023,-0.4090909090909091
Pens & Art Supplies,Lake In The Hills,Wrap Bag,2500,Kevin Smith,Small Business,Office Supplies,Newell 323,10841,2016-08-02,88327,Not Specified,60102,Central,20768,2016-08-03,Regular Air,Illinois,1,0.08,Poor,1,25,0.59,-20,-0.4762,42,2,2,-0.47619047619047616,-0.8
Computer Peripherals,Houston,Small Pack,2567,Dolores Vincent,Home Office,Technology,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",10942,2016-08-02,42369,Critical,77070,Central,5974,2016-08-03,Regular Air,Texas,1,0.01,Acceptable,1,88,0.46,275,0.1748,1573,2,17,0.17482517482517482,3.125
Telephones and Communication,Fitchburg,Small Box,2282,Jimmy Waters,Home Office,Technology,Talkabout T8367,10878,2016-08-02,85962,Medium,53713,Central,21261,2016-08-03,Regular Air,Wisconsin,1,0.03,Poor,1,8,0.56,-10,-0.0226,443,9,66,-0.022573363431151242,-1.25
Office Furnishings,Green Bay,Wrap Bag,2333,Megan Woods,Consumer,Furniture,"Master Caster Door Stop, Brown",10865,2016-08-02,89619,High,54302,Central,22297,2016-08-04,Regular Air,Wisconsin,2,0.07,Acceptable,1,9,0.51,32,0.6809,47,2,5,0.6808510638297872,3.5555555555555554
Office Furnishings,Hudson,Large Box,2082,Kathryn Jenkins,Corporate,Furniture,Luxo Economy Swing Arm Lamp,10174,2016-08-02,86099,Critical,44236,East,21829,2016-08-04,Regular Air,Ohio,2,0.1,Poor,1,21,0.57,-124,-0.3017,411,15,20,-0.30170316301703165,-5.904761904761905
Office Furnishings,Rocklin,Small Box,973,Victor Godfrey,Corporate,Furniture,9-3/4 Diameter Round Wall Clock,10146,2016-08-02,87268,High,95677,West,20608,2016-08-04,Regular Air,California,2,0.06,Poor,1,20,0.43,-3,-0.0108,277,9,14,-0.010830324909747292,-0.15
Paper,New City,Small Box,537,Nelson Coley,Corporate,Office Supplies,Xerox 20,10455,2016-08-02,89904,Medium,10956,East,20281,2016-08-04,Regular Air,New York,2,0.05,Poor,1,10,0.37,-23,-0.3433,67,7,6,-0.34328358208955223,-2.3
Office Machines,Saint Joseph,Jumbo Drum,676,Kerry Small,Small Business,Technology,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,11251,2016-08-02,88183,Low,64506,Central,26386,2016-08-04,Delivery Truck,Missouri,2,0.06,Poor,1,6,0.4,-124,-0.181,685,56,116,-0.181021897810219,-20.666666666666668
Storage & Organization,Saint Joseph,Small Box,676,Kerry Small,Small Business,Office Supplies,Staples File Caddy,11252,2016-08-02,88183,Low,64506,Central,26387,2016-08-09,Express Air,Missouri,7,0.09,Poor,1,23,0.57,-80,-0.3883,206,7,9,-0.3883495145631068,-3.4782608695652173
Paper,Sandusky,Small Box,2980,Joanna Kenney,Corporate,Office Supplies,Xerox 215,10163,2016-08-03,86552,Medium,44870,East,21985,2016-08-04,Regular Air,Ohio,1,0.07,Poor,1,13,0.37,-36,-0.439,82,7,6,-0.43902439024390244,-2.769230769230769
Paper,Janesville,Small Box,2450,Tonya Miller,Home Office,Office Supplies,Xerox 1895,10068,2016-08-03,90326,High,53545,Central,19577,2016-08-04,Regular Air,Wisconsin,1,0.03,Poor,1,8,0.4,-45,-0.8182,55,10,6,-0.8181818181818182,-5.625
Pens & Art Supplies,Janesville,Wrap Bag,2450,Tonya Miller,Home Office,Office Supplies,Prang Colored Pencils,10738,2016-08-03,90326,High,53545,Central,19578,2016-08-05,Regular Air,Wisconsin,2,0.03,Acceptable,1,13,0.4,28,0.7,40,1,3,0.7,2.1538461538461537
Telephones and Communication,Charlottesville,Small Box,1672,Sidney Scarborough,Small Business,Technology,Item 10918,10918,2016-08-03,86731,High,22901,South,25967,2016-08-05,Express Air,Virginia,2,0.01,Acceptable,1,24,0.59,1491,1.0711,1392,4,66,1.0711206896551724,62.125
Paper,Newton,Small Box,234,Don Cameron,Small Business,Office Supplies,Xerox 1995,10152,2016-08-03,90243,Low,50208,Central,22111,2016-08-07,Regular Air,Iowa,4,0.01,Poor,1,5,0.37,-7,-0.1892,37,5,6,-0.1891891891891892,-1.4
Rubber Bands,Menlo Park,Wrap Bag,2626,Lillian Fischer,Consumer,Office Supplies,"Brites Rubber Bands, 1 1/2 oz. Box",10966,2016-08-04,90931,High,94025,West,26033,2016-08-04,Regular Air,California,0,0.06,Poor,1,11,0.83,-6,-0.2857,21,1,2,-0.2857142857142857,-0.5454545454545454
Tables,Plymouth,Jumbo Box,3180,Brenda Cobb,Corporate,Furniture,Bevis 36 x 72 Conference Tables,10849,2016-08-04,86994,High,55441,Central,25202,2016-08-05,Delivery Truck,Minnesota,1,0.1,Poor,1,18,0.63,-290,-0.1392,2084,52,124,-0.13915547024952016,-16.11111111111111
Office Machines,Portland,Jumbo Drum,521,Donald Montgomery,Small Business,Technology,Epson LQ-870 Dot Matrix Printer,11177,2016-08-04,89332,High,97206,West,21623,2016-08-05,Delivery Truck,Oregon,1,0.03,Acceptable,1,22,0.59,8203,0.69,11888,15,536,0.6900235531628532,372.8636363636364
Office Furnishings,Plymouth,Small Box,3180,Brenda Cobb,Corporate,Furniture,Eldon Wave Desk Accessories,10861,2016-08-04,86994,High,55441,Central,25201,2016-08-06,Regular Air,Minnesota,2,0.08,Poor,1,18,0.41,-31,-0.31,100,6,6,-0.31,-1.7222222222222223
Storage & Organization,Winter Haven,Small Box,2484,Rhonda Bryant,Corporate,Office Supplies,Fellowes Super Stor/Drawer® Files,10831,2016-08-04,89001,Not Specified,33881,South,20141,2016-08-06,Regular Air,Florida,2,0.02,Acceptable,1,19,0.66,936,0.3012,3108,20,162,0.30115830115830117,49.26315789473684
Office Machines,Foster City,Jumbo Drum,313,Ruth Stout,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,10321,2016-08-04,89172,Medium,94404,West,24263,2016-08-06,Delivery Truck,California,2,0.09,Acceptable,1,14,0.56,7628,0.69,11055,16,811,0.6900045228403437,544.8571428571429
Paper,Dover,Small Box,300,Larry W Lehman,Corporate,Office Supplies,Xerox 213,11048,2016-08-04,87393,Low,3820,East,24425,2016-08-08,Regular Air,New Hampshire,4,0.06,Poor,1,1,0.37,-6,-0.6,10,8,6,-0.6,-6.0
Tables,Gary,Jumbo Box,1212,Eileen Fletcher,Small Business,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",10811,2016-08-04,88609,Low,46404,Central,22546,2016-08-11,Delivery Truck,Indiana,7,0.02,Poor,1,23,0.8,-607,-0.0584,10393,147,551,-0.058404695468103535,-26.391304347826086
Storage & Organization,Baton Rouge,Small Box,169,Janice Cole,Corporate,Office Supplies,Filing/Storage Totes and Swivel Casters,10779,2016-08-05,87468,Medium,70802,South,19886,2016-08-05,Regular Air,Louisiana,0,0.09,Acceptable,1,1,0.6,6,0.4286,14,9,10,0.42857142857142855,6.0
Telephones and Communication,Boynton Beach,Small Box,1268,Stuart Bruce,Corporate,Technology,T60,10440,2016-08-05,89518,High,33437,South,24732,2016-08-05,Regular Air,Florida,0,0.03,Acceptable,1,8,0.56,484,0.7646,633,5,96,0.764612954186414,60.5
Bookcases,Rock Springs,Jumbo Box,2356,Emma Bloom,Consumer,Furniture,Bush Mission Pointe Library,10815,2016-08-06,91308,Medium,82901,West,25765,2016-08-06,Delivery Truck,Wyoming,0,0.05,Poor,1,4,0.65,-137,-0.2117,647,66,151,-0.2117465224111283,-34.25
Binders and Binder Accessories,Orem,Small Box,501,Jacob Duncan,Corporate,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,10469,2016-08-06,90373,High,84057,West,24928,2016-08-06,Regular Air,Utah,0,0.03,Poor,1,6,0.4,-11,-0.1528,72,7,12,-0.1527777777777778,-1.8333333333333333
Office Machines,Portland,Jumbo Box,337,Jonathan Cheng,Corporate,Technology,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,11228,2016-08-06,87282,Critical,97206,West,23986,2016-08-07,Delivery Truck,Oregon,1,0.09,Acceptable,1,15,0.36,3793,0.69,5497,48,401,0.6900127342186647,252.86666666666667
Chairs & Chairmats,Coachella,Jumbo Drum,2343,Francis Goldberg,Corporate,Furniture,Global Deluxe High-Back Office Chair in Storm,10482,2016-08-06,88995,Critical,92236,West,24402,2016-08-08,Delivery Truck,California,2,0.02,Poor,1,3,0.76,-78,-0.1737,449,29,136,-0.17371937639198218,-26.0
Chairs & Chairmats,Port Chester,Jumbo Drum,1063,Catherine Woodard,Small Business,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,10448,2016-08-06,91360,High,10573,East,24850,2016-08-08,Delivery Truck,New York,2,0.04,Acceptable,1,16,0.57,904,0.2392,3780,63,244,0.23915343915343915,56.5
Chairs & Chairmats,Atlanta,Jumbo Drum,1060,Gene Gilliam,Small Business,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,10448,2016-08-06,48774,High,30318,South,6850,2016-08-08,Delivery Truck,Georgia,2,0.04,Poor,1,62,0.57,384,0.0262,14648,63,244,0.026215182960131075,6.193548387096774
Envelopes,Rock Springs,Small Box,2356,Emma Bloom,Consumer,Office Supplies,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",10794,2016-08-06,91308,Medium,82901,West,25766,2016-08-08,Regular Air,Wyoming,2,0.04,Acceptable,1,12,0.38,35,0.1707,205,8,17,0.17073170731707318,2.9166666666666665
Pens & Art Supplies,Boston,Small Pack,2618,Amy Hamrick Melvin,Corporate,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",10467,2016-08-06,3136,Not Specified,2129,East,461,2016-08-08,Regular Air,Massachusetts,2,0.1,Poor,1,16,0.58,-39,-0.0818,477,9,31,-0.08176100628930817,-2.4375
Computer Peripherals,New York City,Small Box,1386,Miriam Drake,Home Office,Technology,Belkin 105-Key Black Keyboard,10752,2016-08-06,88317,Low,10024,East,23981,2016-08-08,Regular Air,New York,2,0.03,Poor,1,22,0.68,18,0.0416,433,4,20,0.04157043879907621,0.8181818181818182
Computer Peripherals,Centereach,Small Box,1387,Matthew Kearney,Home Office,Technology,Micro Innovations 104 Keyboard,10463,2016-08-06,88317,Low,11720,East,23982,2016-08-11,Regular Air,New York,5,0.06,Poor,1,21,0.64,-72,-0.3273,220,7,11,-0.32727272727272727,-3.4285714285714284
Appliances,Cumberland,Small Box,2352,Kerry Beach,Corporate,Office Supplies,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",10345,2016-08-06,86172,Low,21501,East,19284,2016-08-15,Regular Air,Maryland,9,0.01,Poor,1,16,0.59,-46,-0.6765,68,5,4,-0.6764705882352942,-2.875
Labels,Auburn,Small Box,1707,Rebecca Frazier Foley,Consumer,Office Supplies,Avery 478,10417,2016-08-07,88791,Low,13021,East,23443,2016-08-07,Regular Air,New York,0,0.01,Acceptable,1,7,0.36,24,0.6857,35,1,5,0.6857142857142857,3.4285714285714284
